8.51633,47.37199
8.51603,47.37227
8.51484,47.37401 
8.51538,47.37394
8.51720,47.37283
8.51781,47.37209
8.51752,47.37149
8.51681,47.37082
8.51649,47.37106
8.51527,47.37117
8.51417,47.37055
8.51490,47.37047
8.51660,47.37075
8.514823,47.374027
